Subclass,Order,Species,BMR (mlO2/hour),Body mass for BMR (gr),Reference for BMR,FMR (kJ/day),Body mass for FMR (gr),Reference for FMR
Eutheria,Rodentia,Sekeetamys calurus,44.4,56.9,White et al06BiolLett,44,41.2,Nagy et al99
Eutheria,Rodentia,Sicista betulina,32,10,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Sigmodon alleni,203.3,137.8,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Sigmodon fulviventer,207.4,137.8,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Sigmodon hispidus,230.4,139.3,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Sigmodon leucotis,186.5,128.6,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Sigmodon ochrognathus,154.2,115.1,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Spalacopus cyanus,106.8,135.33,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus armatus,147.2,320,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus beecheyi,317.79,599.6,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus beldingi,127.26,303,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus citellus,228,240,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus lateralis,143.4,237,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus mohavensis,112.8,240,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus parryi,520,650,White&Seymour03PNAS,817,630,Nagy et al99
Eutheria,Rodentia,Spermophilus richardsoni,131.52,274,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus saturatus,161.4,252.2,White&Seymour03PNAS,226,214,Nagy et al99
Eutheria,Rodentia,Spermophilus spilosoma,92.22,174,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus tereticaudus,93.52,167,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus townsendii,105.34,229,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus tridecemlineatus,140.44,205.43,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Spermophilus undulatus,667.08,680,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Steatomys pratensis,18.77,37.54,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Stochomys longicaudatus,97.5,84.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Tachyorcyctes splendens,150.89,191,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tamias alpinus,57.7,39,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Tamias amoenus,96.27,57.1,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tamias merriami,78.75,75,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tamias minimus,72.73,45.8,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tamias palmeri,113.1,69.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Tamias striatus,90,87.4,White et al06BiolLett,143,96.3,Nagy et al99
Eutheria,Rodentia,Tamiasciurus hudsonicus,254.6,228.3,White et al06BiolLett,347,322,Anderson & Jetz 2005
Eutheria,Rodentia,Tatera afra,182.115,106.5,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tatera indica,75.7,87,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Tatera leucogaster,132.56,157.62,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Thallomys paedulcus,87.27,132.425,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Thomomys bottae,120.12,143,White et al06BiolLett,130,104,Nagy et al99
Eutheria,Rodentia,Thomomys talpoides,142.04,106.8,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Thomomys umbrinus,72.25,85,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Thrichomys apereoides,206.7,323,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Tympanoctomys barrerae,77.112,71.4,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Uromys caudimaculatus,570.8,812,White&Seymour03PNAS,NA,NA,NA
Eutheria,Rodentia,Xerus inauris,326.28,542,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Xerus princeps,340.13,602,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Zapus hudsonicus,35.7,23.8,White et al06BiolLett,NA,NA,NA
Eutheria,Rodentia,Zyzomys argurus,NA,NA,NA,15.6,46.8,Anderson & Jetz 2005
Eutheria,Scandentia,Orycteropus afer,6144,48000,White et al06BiolLett,NA,NA,NA
Eutheria,Scandentia,Ptilocerus lowii,43.5,58,White et al06BiolLett,NA,NA,NA
Eutheria,Scandentia,Tupaia glis,93.48,123,White et al06BiolLett,NA,NA,NA
Eutheria,Scandentia,Urogale everetti,224.1,260.6,White&Seymour03PNAS,NA,NA,NA
Eutheria,Xenarthra,Bradypus variegatus,685.99,3790,White et al06BiolLett,545,4150,Nagy et al99
Eutheria,Xenarthra,Cabassous centralis,916.8,4330,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Chaetophractus nationi,559,2150,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Chaetophractus vellorosus,306.36,1110,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Chaetophractus villosus,808.12,4540,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Choloepus hoffmanni,603.2,3770,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Cyclopes didactylus,114.48,240,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Dasypus novemcinctus,865.22,3510,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Euphractus sexcinctus,1236.69,8190,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Myrmecophaga tridactyla,2607.17,30600,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Priodontes maximus,3027.73,45190,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Tamandua mexicana,991.52,3976.67,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Tamandua tetradactyla,898.8,3500,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Tolypeutes matacus,209.96,1160,White et al06BiolLett,NA,NA,NA
Eutheria,Xenarthra,Zaedyus pichi,393.24,1740,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Antechinomys laniger (Sminthopsis laniger),25.28,25.8,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Antechinus flavipes,45.105,46.5,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Antechinus stuartii,33.79,28.2,White et al06BiolLett,70.4,25.3,Nagy & Bradshaw 2000
Marsupialia,Dasyuromorpha,Antechinus swainsonii,63,66.9,White et al06BiolLett,134,47.5,Nagy & Bradshaw 2000
Marsupialia,Dasyuromorpha,Dasycercus cristicaudata,51.01,101,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Dasyuroides byrnei (Dasycercus byrnei),71.71,91.71,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Dasyurus geoffroyi,568.68,1354,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Dasyurus hallucatus,243.01,558,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Dasyurus maculatus,558.06,1782,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Dasyurus viverrinus,396.2,982,White et al06BiolLett,793,1029,Anderson & Jetz 2005
Marsupialia,Dasyuromorpha,Myrmecobius fasciatus,142.4,400,White et al06BiolLett,268.9,488.2,Cooper et al03
Marsupialia,Dasyuromorpha,Ningaui yvonnae,15.66,11.6,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Paranthechinus apicalis,NA,NA,NA,94.25,51.5,Speakman 2000
Marsupialia,Dasyuromorpha,Phascogale calura,NA,NA,NA,61.9,33.5,Nagy & Bradshaw 2000
Marsupialia,Dasyuromorpha,Phascogale tapoatafa,127.17,157,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Planigale gilesi,6.98,9.07,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Planigale ingrami,11.3,7.1,White&Seymour03PNAS,NA,NA,NA
Marsupialia,Dasyuromorpha,Planigale maculata,12,10.8,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Planigale tenuirostris,11.289,7.1,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Sarcophilus harrisii (Sarcophilus laniarius),1325.363,5775,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Sminthopsis crassicaudata,25.1,16.4,White et al06BiolLett,49,11.4,Nagy & Bradshaw 2000
Marsupialia,Dasyuromorpha,Sminthopsis macroura,22.54,19.35,White et al06BiolLett,NA,NA,NA
Marsupialia,Dasyuromorpha,Sminthopsis murina,21.47,19,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Caluromys derbianus,225.03,328.5,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Chironectes minimus,456.5,934.5,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Didelphis marsupialis,570.605,1164.5,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Didelphis virginiana,831.93,2488.33,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Gracilinanus microtarsus,18.72,13,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Lutreolina crassicaudata,406,812,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Marmosa robinsoni,97.6,122,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Metachirus nudicaudatus,204.96,336,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Monodelphis brevicaudata,56.51,75.5,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Monodelphis domestica,60.01,104,White et al06BiolLett,NA,NA,NA
Marsupialia,Didelphimorphia,Philander opossum,337.95,751,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Acrobates pygmaeus,15.12,14,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Aepyprimnus rufescens,1071.6,2820,White et al06BiolLett,1430,2860,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Bettongia gaimardi,641.255,1385,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Bettongia lesueur,NA,NA,NA,442,720,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Bettongia penicillata,561.4,1018,White et al06BiolLett,603,1100,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Burramys parvus,36.769,44.3,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Cercartetus conncinnus,22.32,18.6,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Cercartetus lepidus,18.774,12.6,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Cercartetus nanus,60.2,70,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Dendrolagus matschiei,1426.8,6960,White&Seymour03PNAS,NA,NA,NA
Marsupialia,Diprodontia,Gymnobelideus leadbeateri,102.9,166,White&Seymour03PNAS,225.5,125,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Hemibelideus lemuroides,NA,NA,NA,675,1026,Speakman 2000
Marsupialia,Diprodontia,Lagorchestes conspicillatus,851.2,2660,White&Seymour03PNAS,680,2529,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Lagorchestes hirsutus,NA,NA,NA,596.5,1402,Speakman 2000
Marsupialia,Diprodontia,Lasiorhinus krefftii,NA,NA,NA,4915.1,23412.5,Evans et al03
Marsupialia,Diprodontia,Lasiorhinus latifrons,2991.7,29917,White et al06BiolLett,3802.4,28000,Evans et al03
Marsupialia,Diprodontia,Macropus eugenii,1390.2,4878,White&Seymour03PNAS,1150,4380,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Macropus giganteus,NA,NA,NA,8170,43900,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Macropus robustus,5684.2,29300,White&Seymour03PNAS,1572,12912,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Macropus rufus,5848.2,32490,White&Seymour03PNAS,NA,NA,NA
Marsupialia,Diprodontia,Petauroides volans,573.9,1141,White et al06BiolLett,520,995,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Petaurus breviceps,89.9,127,White et al06BiolLett,172.5,123.5,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Petrogale lateralis,NA,NA,NA,610,2205,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Petrogale xanthopus,NA,NA,NA,2210,8900,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Phascolarctos cinereus,1034,4765,White et al06BiolLett,1710,7520,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Potorous tridactylus,416.4,976,White et al06BiolLett,517,835,Nagy et al99
Marsupialia,Diprodontia,Pseudocheirus herbertensis,NA,NA,NA,446,1103,Speakman 2000
Marsupialia,Diprodontia,Pseudocheirus peregrinus,430.5,916,White et al06BiolLett,599,853,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Setonix brachyurus,834.3,2674,White&Seymour03PNAS,548,1900,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Spilocuscus maculatus,1143.25,4250,White et al06BiolLett,NA,NA,NA
Marsupialia,Diprodontia,Tarsipes rostratus,29,10,White et al06BiolLett,34.4,9.9,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Thylogale billardierii,NA,NA,NA,1630,5980,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Trichosurus arnhemensis,731.6,2005,White et al06BiolLett,324,1103,Nagy & Bradshaw 2000
Marsupialia,Diprodontia,Vombatus ursinus,NA,NA,NA,7935.2,33453.75,Evans et al03
Marsupialia,Notoryctemorphia,Notoryctes caurinus,21.42,34,White et al06BiolLett,NA,NA,NA
Marsupialia,Peramelemorphia,Echymipera kalabu,340.55,695,White et al06BiolLett,NA,NA,NA
Marsupialia,Peramelemorphia,Echymipera rufescens ,421.43,751.29,White et al06BiolLett,NA,NA,NA
Marsupialia,Peramelemorphia,Isoodon auratus,149.8,428,White et al06BiolLett,211,358,Nagy & Bradshaw 2000
Marsupialia,Peramelemorphia,Isoodon macrourus,573.87,1551,White et al06BiolLett,NA,NA,NA
Marsupialia,Peramelemorphia,Isoodon obesulus,222.27,717,White et al06BiolLett,690,1232,Nagy & Bradshaw 2000
Marsupialia,Peramelemorphia,Macrotis lagotis,449.665,1294,White et al06BiolLett,594.6,888,Anderson & Jetz 2005
Marsupialia,Peramelemorphia,Perameles gunni,420.174,837,White et al06BiolLett,NA,NA,NA
Marsupialia,Peramelemorphia,Perameles nasuta,316.05,645,White et al06BiolLett,NA,NA,NA
Monotremata,Monotremata,Ornithorhynchus anatinus,194.04,693,White et al06BiolLett,NA,NA,NA
Monotremata,Monotremata,Tachyglossus aculeatus,430.55,2725,White et al06BiolLett,875,2860,Nagy et al99
Monotremata,Monotremata,Zaglossus bruijni,1215.4,10300,White et al06BiolLett,NA,NA,NA
